Item_ID	Sentence	Word	POS	Phrase	Partitive	LenSentence
175291:64	uh, one man can never be, one man, one woman can never be objectionable in every case.	every		NP	no	17
175295:9	uh, every person has their opinions	every		NP-SBJ	no	6
175308:14	you know, all these things.	all		NP	no	5
175347:35	but i think 0 a lot of, all of the whole criminal system is messed *-1 up in, in that regard.	all		NP	yes	21
175372:23	and, uh, you know, all	all		NP-SBJ	no	5
175403:15	there is never, there was no reason 0 the appeal process should have dragged on that long for a six month sentence *t*-1.	never		ADVP-TMP	no	23
175419:53	i, i, i don't agree with that at all.	all		ADVP	no	10
175442:74	uh, and, you know, like i said, the, you know, everyone has their opinions about every case.	every		NP	no	17
175493:7	and all of a sudden we know 0 we've got changes made *-1.	all		NP	yes	14
175532:34	uh, we're having a, for all unclassified programs, we're, we're having little tables put *-1 up in front of mumblex lab in the hallways	all		NP	no	27
175533:10	and every, all the other employees are going *-1 to come around and see what sort of things we do *t*-2. which i thought 0 *t*-3 was kind of interesting and, but, uh, but that, that sort, sort of thing.	every		NP-SBJ-UNF	no	40
175533:18	and every, all the other employees are going *-1 to come around and see what sort of things we do *t*-2. which i thought 0 *t*-3 was kind of interesting and, but, uh, but that, that sort, sort of thing.	all		NP-SBJ-1	no	40
175589:23	and because of the defense cutbacks and all that kind of stuff. and all the nuclear and stuff which *t*-3 is what he, what he was working on *t*-1. he's getting cut *t*-2 back	all		NP	no	35
175589:42	and because of the defense cutbacks and all that kind of stuff. and all the nuclear and stuff which *t*-3 is what he, what he was working on *t*-1. he's getting cut *t*-2 back	all		NP	no	35
175620:45	because, you know, if we don't want that to happen all 0 we have *-1 to do *t*-2 is * just call the phone company and say, * look, you know, i want my name unlisted or want my, you know,	all		NP	no	42
175659:12	and they call every month.	every		NP-TMP	no	5
175754:10	i've never really totally understood what our purpose *ich*-2 was *t*-1 over there.	never		ADVP-TMP	no	14
175791:17	uh, they're certainly all leaders	all		VP	no	6
175838:68	a, a, the sides and the lines that *t*-1 were drawn *-2 are all confused as to who *t*-3's good and who *t*-4's bad	all		ADJP-PRD	no	26
175873:93	but, uh, my, my only complaint is 0 i really don't enough time * to, to look at the articles every day and, and go through a paper, you know, exhaust the details.	every		NP-TMP	no	34
175879:101	i, i, well, i, i don't think 0 i have the time *-1 to really become a student in every article.	every		NP	no	22
175902:36	well, when, when the capital gang always talk about the people inside the beltway *t*-1, i'm saying to myself, hey guys, i'm inside the beltway.	always		ADVP-TMP	no	27
175925:9	and i always like the letters that they read *t*-1 which *t*-2 tend *-3 to accuse them of *-4 being too liberal and too conservative.	always		ADVP-TMP	no	25
175926:85	and while there's an inherent, uh, filtering process going on just by the letters 0 they choose *-1 to read *t*-2, uh, i always figure 0 it's a good thing when any given group is being accused *-4 by each side of, uh, * favoring the other side *t*-5.	always		ADVP-TMP	no	51
175965:63	so but the other thing that you referred to *t*-2 that *t*-3 always sounds really interesting to me is, is called *-4 c span.	always		ADVP-TMP	no	24
175970:124	but, but really, the, th-, on the public t v, you know, macneil lehrer is one, is an hour's program that i always,	always		ADVP-TMP	no	24
175985:12	oh, i never say that.	never		ADVP-TMP	no	5
175991:35	i, i think 0 that's always fascinating.	always		ADVP-TMP	no	8
176028:86	and it's unlike the fairly controlled, uh, press conferences that presidents of the united states have *t*-1 here where they, they always seem,	always		ADVP-TMP	no	24
176037:83	and, and, and my, my wife, you know, you know, looks at all those bills that *t*-1 come in	all		NP	no	19
176040:30	and, you know, and all those people are counting on me * to have my wife pay them. you see,	all		NP-SBJ	no	20
176059:64	but at any rate, what *t*-1 happened was that i, i just absolutely put away all the credit cards.	all		NP	no	19
176072:33	once, once i got them all through college, uh, it came to the point where, uh,	all		NP	no	16
176129:9	so we never really get that much over, uh, over extended *-1.	never		ADVP-TMP	no	12
176132:12	i do almost all my purchasing on credit cards.	all		NP	no	9
176162:70	but, th-, the, the terrible part about it. i've looked at it all	all		NP	no	14
176163:10	and it all looks still pretty good to me.	all		NP	no	9
176172:10	we'll never find that out.	never		ADVP-TMP	no	6
176192:7	we never really, you know, have *-1 to program money for that or make choices, you know.	never		ADVP-TMP	no	17
176194:6	after all, we're,	all		ADVP	no	4
176233:11	that is all 0 they can afford *t*-3.	all		NP	no	8
176239:15	and they were really all day preschools	all		NP-PRD	no	7
176265:25	but, and we all know the kind of things that you're supposed *-1 to look for *t*-2. i think 0 *t*-3,	all		NP	no	22
176267:26	well, not, not all of us.	all		NP	yes	6
176277:55	i think 0 it's real important that you have a place that, first of all parents have a lot of input into *t*-1 and that they're always welcome and that they have a lot of activities where parents come in during the day *t*-2 and that at any time you can drop in.	all		NP	no	55
176277:94	i think 0 it's real important that you have a place that, first of all parents have a lot of input into *t*-1 and that they're always welcome and that they have a lot of activities where parents come in during the day *t*-2 and that at any time you can drop in.	always		ADVP-TMP	no	55
176473:59	and so, of course, we love it. because we get *-1 to see this cute little baby all the time.	all		NP-TMP	no	20
176483:20	she said 0 she'll never put her child in a, in a, in a preca-, in a p-, in a preschool.	never		ADVP-TMP	no	22
176513:27	she had two kids of her own and everything.	everything		NP-ETC	no	9
176518:20	i mean, first of all, uh, her children were sick all the time.	all		NP	no	13
176518:41	i mean, first of all, uh, her children were sick all the time.	all		NP-TMP	no	13
176533:56	and she goes well, she goes, he has the same thing that all my kids have *t*-1.	all		NP-SBJ	no	17
176560:24	i mean her, all her kids were sick	all		NP-SBJ	no	8
176573:51	i was trying *-1 to get my husband to come and pick him up and all that kind of stuff.	all		NP	no	20
176575:62	they couldn't, uh, give him anything because they're not allowed *-1 to *?* at school and everything.	everything		NP-ETC	no	20
176599:77	and i've got some very definite, uh, opinions about it *ich*-1. uh, you know, which *t*-2 haven't changed all that much from my first reactions from, from when they, when they announced it *t*-3. but, uh, developed a little more, i guess, but haven't changed that much.	all		NP-ADV	no	50
176601:36	are you, uh, in-, involved at all?	all		ADVP	no	7
176646:40	an-, and our company has taken that and gone all the way.	all		NP-DIR	no	12
176650:47	so we'll just accuse everybody of *-1 using drugs and, make it all even.	all		NP	no	15
176668:80	uh, and, uh, you know, i, i sit at a terminal and, and write software all day.	all		NP-TMP	no	17
176740:63	a, a, it's a bedroom and a walk-in closet and a bathroom all on one side of the house.	all		RRC	no	20
176742:18	* did the framing and all?	all		NP	no	6
176744:19	oh, we did it all except for the sheetrocking.	all		NP	no	9
176753:12	and i did all the sheetrocking and the interior work.	all		NP	no	10
176757:14	we did all, put the roof up and did all the roofing and the, put all the interior walls up.	all		NP-UNF	no	20
176757:39	we did all, put the roof up and did all the roofing and the, put all the interior walls up.	all		NP	no	20
176757:69	we did all, put the roof up and did all the roofing and the, put all the interior walls up.	all		NP	no	20
176763:109	and whatever you have *-1 to put *t*-2 in there * to get the, s-, *-3 to take the gaps *ich*-4 out between the sheets and on the ceiling and all that.	all		NP-ETC	no	32
176786:27	and i, we'd never done it	never		ADVP-TMP	no	7
176820:28	he, well he did all the flooring himself.	all		NP	no	8
176881:10	you can always tear stuff out and redo it.	always		ADVP-TMP	no	9
176903:74	i i built it *-1 two levels and with a big toy box and some benches and, uh, a backrest and all that stuff.	all		NP	no	24
176946:58	* co-, cost me about five hundred dollars, six hundred dollars all together.	all		ADVP	no	13
176950:17	that's not bad at all.	all		ADVP	no	6
176959:68	but arou-, even in this little town, it's, it's not cheap at all.	all		ADVP	no	15
176978:36	when i drive through that area *t*-1, that's all 0 i see *t*-2 is pressure treated, pressure treated lumber yards.	all		NP	no	21
176981:11	it's nothing but woods up here, down here.	nothing		NP	no	9
177018:20	you've got something going all the time.	all		NP-TMP	no	8
177021:69	and if, if you have a situation where you change that body of law *t*-1, then all of sudden they, they start, they could start *-2 going back and digging up all these cases that, uh, that *t*-3 would be handled *-4 differently were they judged *-5 by today's standards.	all		NP	yes	51
177021:141	and if, if you have a situation where you change that body of law *t*-1, then all of sudden they, they start, they could start *-2 going back and digging up all these cases that, uh, that *t*-3 would be handled *-4 differently were they judged *-5 by today's standards.	all		NP	no	51
177034:120	uh, and th-, and the problems that, that *t*-3 has come that *t*-4 has come from this decision that that jury came to *t*-1 after all of us witnessed what we did *t*-2 with the video tape beating. uh just makes you wonder i guess whether or not they,	all		NP	yes	49
177038:49	but then then, you know, the defense lawyer addressed each and every one of those blows apparently	every		ADJP	no	17
177081:109	uh, i understand why they were upset *-2 by the verdict *t*-3 just because even those of us that *t*-1 aren't black or, uh, don't live there or whatever, we all saw the same thing on the, on the tape	all		NP	no	42
177088:52	how can you really deal with an environment where you're going *-1 to lose everything *t*-2 *t*-3.	everything		NP	no	18
177130:56	and, uh, and there, there would have been just nothing but carnage after, after, after if i'd been at the wheel.	nothing		NP	no	22
177148:26	you know how capital gang, they always say well inside the beltway, they think thus *t*-1	always		ADVP-TMP	no	16
