Item_ID	Before	After
168237:31	###.###and it's like, uh,###.###.###your turn.###.###oh, i, i start.###okay.###well, uh, we keep a budget to an extent.###uh, and really, i-, i-, we were really forced --n4001a5 into --n4001b0 keeping a budget because i'm, i'm paid once a month which --n4001fb sort of, sort of forces some, uh, uh, restrictions	###uh, about yourself.###.###well, i have --n40056a to say i really don't have a budget.
168358:9	###uh, my wife,###and then, we're, we're having one on the way in, uh, in, uh, september.###.###so how,###.### you, whe-, once you get ten children though, you may have,###.###no###i think it's just going --n403089 to be one.###.	###.###speakerb46-1*t46-1.###how about yourself.
168372:15	###speakeranan*t46-1.###speakera46-2*t46-2.###i have two kids.###speakerbnan*t46-2.###speakera47-1*t47-1.###uh, one nine and one thirteen###oh.###and they are beginning --n40326b to be a budget problem but, uh, have not been really up until this, up to this point.###speakerbnan*t47-1.###speakerb47-2*t47-2.	###speakeranan*t47-2.###.###i mean do you have them on an allowance.
168551:36	###and i couldn't pull the switch###but, uh,###.###well actually i, wha-,###the other thing that --n4030e6 bothers me is when it becomes a political issue --n403111 because i don't really think it, uh, i don't really think it's a very important aspect of fighting crime or law and order or anything else.###i think it just becomes a, uh, symbolic i'm tougher than you are type of emotional issue for politicians###so###.###yeah.###.	###.###right.###.
168792:42	###.###so, uh, what things do you consider --n400036 an invasion of privacy.###.###ooh, well i don't know.###what do you think --n40013e.###.###oh, i don't know.###i had a little bit more time --n4001fa to think about it --n400211.###i was thinking of, like, uh,###i don't know,	###.###uh-huh,###uh-huh.
168792:82	###.###so, uh, what things do you consider --n400036 an invasion of privacy.###.###ooh, well i don't know.###what do you think --n40013e.###.###oh, i don't know.###i had a little bit more time --n4001fa to think about it --n400211.###i was thinking of, like, uh,###i don't know,	###.###uh-huh,###uh-huh.
168792:115	###.###so, uh, what things do you consider --n400036 an invasion of privacy.###.###ooh, well i don't know.###what do you think --n40013e.###.###oh, i don't know.###i had a little bit more time --n4001fa to think about it --n400211.###i was thinking of, like, uh,###i don't know,	###.###uh-huh,###uh-huh.
168792:220	###.###so, uh, what things do you consider --n400036 an invasion of privacy.###.###ooh, well i don't know.###what do you think --n40013e.###.###oh, i don't know.###i had a little bit more time --n4001fa to think about it --n400211.###i was thinking of, like, uh,###i don't know,	###.###uh-huh,###uh-huh.
168855:141	###yeah,### and and, uh, of course, the ultimate solution is to operate on their brain so that it doesn't,###.###.### it, uh, it destroys their libido.###.###yeah, tha-, that would be kind of an extreme.###.###now, uh, you know if they ever,###.	###.###so what about that as an invasion of privacy.###.
169310:18	###what am i trying --n400bb2 to say --n400bc1. uh,###.###.###i do learn about things. largely from friends###.###uh-huh.###huh.###.###and i occasionally will read something like the new york review of books.###you know, someone will write a book about something	###.###uh-huh.###.
169331:61	###.###uh-huh.###.###.###uh-huh.###.###.###uh-huh.###.###and, uh, i guess you could explain it two ways.	###and the view that i would rather take --n401ab1 is that there's a different amount of information you need --n401ae8 when you're particularly interested in a topic or, uh, particularly interested in --n401b2b buying something as a, you know as a hobbyist --n401b5a versus when you want --n401b71 to go out and buy a blender because you need --n401ba0 to mix things --n401bb3.###.###uh-huh.
169468:39	###.###uh-huh.###.###and seems to me that that's, i think that's the way it's done --n400870 now --n40087b.###uh, at least, my understanding of the law which --n4009c3 isn't very good.###.###.###uh-huh.###.###uh, it seems to me that the judge does it	###.###uh-huh.###.
169547:32	###something inexpensive.###.###yeah.###yeah,###exactly.###uh, i guess, kind of the way i think about it --n402332 also, is they just,###.###.###if somebody gets the death penalty, they're, they're judged --n402462 guilty,###they got the death penalty,	###and if not, you know, don't, don't let them sit up there on death row for, you know, fifteen years.###.###yeah.
169618:51	###six months so far they said --n403887.###.###yeah.###probably.###.###so.###.###yeah.###probably.###you know, i'm not sure there's a number.	###.###maybe they could go with a, with a nine hundred number and have people dial in and give their, uh, vote.###.
169618:59	###six months so far they said --n403887.###.###yeah.###probably.###.###so.###.###yeah.###probably.###you know, i'm not sure there's a number.	###.###maybe they could go with a, with a nine hundred number and have people dial in and give their, uh, vote.###.
169686:53	###uh, i don't know of anyone who --n40036c ever has been picked --n400383 out and been tested --n40039a.###.###so it's just sort of, uh,###they can if they,###.###they can if they choose --n400551 to.###.###oh, okay.###.###right.	###.###uh, not really###but i've always worked on a university level
169895:249	###.###yeah.###well i, i don-, i don't know.### we, we --n40192d also, my wife and i, uh, uh, volunteer --n401964 to go to a, uh, nursing home that --n401993's just a mile from our house.### we, uh, she goes more often than i.###we used --n401bb3 to go once a month, once every two months --n401be2 to visit some of the patients there.###and we'd take, we have a two year old son###and so we, sometimes we'd take him with us.###and, uh, there i would say it's the same thing.### it's, it's a nice, uh, relatively nice environment	###it --n4024d8's, must be depressing to, to walk, walk the halls and see, an-, and see all these other people who --n40256b really don't know where they are --n40258e.###.###do you think that in the case of the one that you've actually had some experience with --n4027a3, that the people who --n4027be operate it seem --n4027d1 to have, what you'd perceive of --n4027f8 as genuine concern.
169896:107	###yeah.###well i, i don-, i don't know.### we, we --n40192d also, my wife and i, uh, uh, volunteer --n401964 to go to a, uh, nursing home that --n401993's just a mile from our house.### we, uh, she goes more often than i.###we used --n401bb3 to go once a month, once every two months --n401be2 to visit some of the patients there.###and we'd take, we have a two year old son###and so we, sometimes we'd take him with us.###and, uh, there i would say it's the same thing.### it's, it's a nice, uh, relatively nice environment###but again, um, it must be depressing for the people who, who --n402040 are, who --n402057 are just e-, e-, essentially not able --n40209e to take care of themselves in their own house but, but, certainly, uh, certainly have ar-, ar-, are, have retained all of their, uh, mental skills and so on.	###.###do you think that in the case of the one that you've actually had some experience with --n4027a3, that the people who --n4027be operate it seem --n4027d1 to have, what you'd perceive of --n4027f8 as genuine concern.###.
