Item_ID	Sentence	Pre	ParentString	Partitive	ParentNode	NoPreNode	GrammFunction	Objects	NPNiteID
171537:52	and then anything extra is, you know, more or less split --n40171d up between all of us. and just thrown --n401748 in the kitty, more or less, for a rainy day.	between	between all of us	yes	PP		NP	NP-OTHER	sw4688_s25_516
171564:33	if i work too many days, then i lose all my state aid	lose	lose all my state aid	nullpartitive	VP		NP	NP-OBJ	sw4688_s42_510
171746:19	do you follow professional sports at all.	at	at all	no	ADVP				
171756:21	i never knew very much at all	at	at all	no	ADVP				
171838:13	and they have all these teams from,	have	have all these teams from	nullpartitive	VP		NP	NP-OBJ	sw4691_s108_503
171860:57	so it kind of annoys me when people just lay in front of a t v and watch all this stuff --n403901.	watch	watch all this stuff	nullpartitive	VP		NP	NP-OBJ	sw4691_s123_518
171985:32	i mean, it's supposed --n400e55 to be all legal and everything.	be	be all legal and everything	no	VP				
171995:28	it didn't backlog or all of the, uh, the cases that --n40123c are, uh, all ready pending.	or	backlog or all of the, uh, the cases that --n40123c are, uh, all ready pending	yes	VP		NP	NP-OTHER	sw4697_s24_508
171995:79	it didn't backlog or all of the, uh, the cases that --n40123c are, uh, all ready pending.	uh	are, uh, all ready pending	no	VP			NP-OTHER	
172045:23	well i think that's all ready possible.	's	's all ready possible	no	VP				
172080:118	well, i, i, i-, we're at liberty --n403110 to, to talk and, and meander as long as it's all on the same theme.	's	's all on the same theme	no	VP				
172217:27	so that explains wha-, all the, uh, computer assignments.	wha-	explains wha-, all the, uh, computer assignments	nullpartitive	VP		NP	NP-OTHER	sw4698_s28_508
172255:55	emil is, probably pulls down a third a-, of all my time.		of all my time	nullpartitive	PP		NP	NP-OTHER	sw4698_s54_518
172264:47	i mean, obviously, i do most of my, almost all of my report writing on, on my computer, uh, whether it's term papers or even some smaller homework assignments.	almost	almost all	yes	NP		NP	NP-OTHER	sw4698_s62_515
172362:74	and then w-, after five minutes when the, uh, uh, voice comes on --n4006bb, we can talk all night if we want.	talk	talk all night if we want	no	VP		NP-TMP		sw4707_s16_521
172412:35	if you compute as a percentage of total income, all taxes lumped together, we actually do pretty well.	income	you compute as a percentage of total income, all taxes lumped together	no	S		NP-SBJ		sw4707_s46_512
172455:98	i wish i didn't have --n402aa8 to pay any more --n402abf fo-, to my physicians in a year than i had --n402af2 to pay for all of my school taxes.	for	for all of my school taxes	yes	PP		NP	NP-OTHER	sw4707_s72_533
172474:19	i guess that's all right.	's	's all right	no	VP				
172580:110	and i, i think it's really something that the, uh, the government ought --n40161c to encourage --n40162b more because, uh, there are all these complaints about how we're not a saving country --n40167a and where the average savings rate is something like four percent in this country and fifteen percent in, uh, germany and japan --n4016e1.	are	are all these complaints about how we're not a saving country --n40167a and where the average savings rate is something like four percent in this country and fifteen percent in, uh, germany and japan --n4016e1	nullpartitive	VP		NP-PRD	NP-OBJ	sw4720_s40_537
172789:32	oh i, i've got all four feet in the trough, you know, --n4020ba being a federal employee.	got	got all four feet in the trough, you know, --n4020ba being a federal employee	no	VP			NP-OBJ	
172804:59	every one of us, most of us have our, have all four feet --n4027e5 in the trough, you know. plus our snout, right up to our ears.	have	have all four feet --n4027e5 in the trough, you know. plus our snout, right up to our ears	no	VP			NP-OBJ	
172920:50	right now, i can, right now, i can throw them all in the back when we have room --n4007cb	them	them all	no	NP		NP	NP-IOBJ	sw4728_s16_513
172983:26	we didn't do much to it at all.	at	at all	no	ADVP				
173151:30	i mean, i don't like dodges at all	at	at all	no	ADVP				
173222:11	we have all kinds of testing	have	have all kinds of testing	no	VP		NP	NP-OBJ	sw4733_s25_503
173363:38	and he said, he said mom, all we do --n403442 is work.	mom	mom, all we do --n403442 is work	no	S-SEZ		NP-SBJ	NP-OTHER	sw4733_s110_512
173391:39	i think if they're going --n403b14 to be there all day, they should find time.	there	be there all day	no	VP		NP-TMP		sw4733_s125_515
173429:53	that's why they want them there --n404798 because them somebody takes care of them all day.	them	takes care of them all day	no	VP		NP-TMP		sw4733_s147_520
173489:40	you know, that, that's what all c-, these, these hearings are about --n402b5c	what	what all c-, these, these hearings are about --n402b5c	no	SBAR-NOM,PRD		NP-SBJ		sw4736_s34_515
173490:17	and that's what all these, you know, court cases are about --n402c94.	what	what all these, you know, court cases are about --n402c94	nullpartitive	SBAR-NOM,PRD		NP-SBJ		sw4736_s35_506
173507:81	so, i, i, i mean as, as man has gotten more complicated so all of the, uh, imaginations to, uh, you know, protect him from, from --n403b4d being, uh, dumped --n403b68 on by, uh, civilian authority in, in so-, in criminal actions, especially, you know, murder cases and that sort of thing.	so	so, i, i, i mean as, as man has gotten more complicated so all of the, uh, imaginations to, uh, you know, protect him from, from --n403b4d being, uh, dumped --n403b68 on by, uh, civilian authority in, in so-, in criminal actions, especially, you know, murder cases and that sort of thing.	yes	S		NP-SBJ	NP-OTHER	sw4736_s48_528
173526:115	and, uh, i know the, the government is, uh, you know, gives drug tests an-, to all new entrants, all new appli-, applicants coming into government.	entrants	to all new entrants, all new appli-, applicants coming into government	no	PP-DTV		NP	NP-OTHER	sw4765_s3_534
173542:48	and, uh, i have absolutely no compunction about, uh, using any and all means to, to, uh, uh, you know, work out, figure out who --n400de4 has a drug program or who --n400e07 has a drug problem and, uh, and putting that guy into, into therapy to, whatever it is --n400e82 to, to, you know, break this, uh, activity.	and	any and all means	no	NP		NP	NP-OBJ	sw4765_s13_512
173560:220	uh, one is that, uh, if you're coming to work under the influence of any sort of drug, alcohol, whatever, or, you know, even if it's smoking, inhibits, you know, your ability to function, then i, i think that, that, you know, i don't have any problem at all with testing that individual, you know, on the spot.	at	at all	no	ADVP			NP-OBJ	
173606:30	and clearly if you're into coke and all you want --n4039a0 to do --n4039af is, you know, snort your brains out all day long, if it was legal, you could do it real cheap	and	you're into coke and all you want --n4039a0 to do --n4039af is, you know, snort your brains out all day long	no	S		NP-SBJ	NP-OTHER	sw4765_s54_510
173606:86	and clearly if you're into coke and all you want --n4039a0 to do --n4039af is, you know, snort your brains out all day long, if it was legal, you could do it real cheap	out	snort your brains out all day long	no	VP		NP	NP-OTHER	sw4765_s54_533
173761:39	that's what i used --n402f3f to think education was all about --n402f62 when i was a college professor --n402f81	was	was all about --n402f62	no	VP				
173828:11	so they were all real close.	were	were all real close	no	VP				
173917:55	well, that, they say it, it, all it takes --n40277d is about five, ten minutes a day.	it	it, it, all it takes --n40277d is about five, ten minutes a day	no	S		NP-SBJ	NP-OTHER	sw4785_s80_519
173986:17	in fact, they were all in, uh, over the weekend for easter.	were	were all in, uh, over the weekend for easter	no	VP				
174037:39	and, you know, the younger kids, uh, or maybe all of them needed help at one time or another.	maybe	the younger kids, uh, or maybe all of them	yes	NP-SBJ		NP-SBJ	NP-OTHER	sw4785_s148_505
174150:25	are you involved in the legal system at all.	at	at all	no	ADVP		NP	NP-OTHER	sw4792_s55_506
174259:28	from what i understand --n40392a, it's all pretty the same except when you get to louisiana --n403965.	's	's all pretty the same except when you get to louisiana --n403965	no	VP				
174291:37	you know, to try --n40437d to get them all in in a good time	them	them all	no	NP		NP	NP-IOBJ	sw4792_s140_513
174314:7	not at all.	at	not at all.	no	ADVP				
174336:99	i've al-, i've always, uh, w-, wanted very much, uh, --n400559 to, uh, be somehow involved in all that. and, uh, to, uh, meet and, and to see, see it actually happen.	in	in all that	nullpartitive	PP		NP	NP-OTHER	sw4796_s11_530
174371:32	i don't know what you think --n400f62 about all that.	about	about all that	nullpartitive	PP		NP	NP-OTHER	sw4796_s30_511
174376:77	there's a lot that --n4011e7's happened in my lifetime as far as, uh, you know, with the space shuttle and all. although plans to, uh, go to other planets have somewhat been thwarted --n40127e in comparison to, uh, the sixties.	and	the space shuttle and all	no	NP		NP	NP-OTHER	sw4796_s34_522
174450:16	and uh, they're all you know, nor-,	're	're all you know, nor-	no	VP				
174855:72	so, uh, it was one of those things where you go through the, the general battery of all their tests --n402336	of	of all their tests	nullpartitive	PP		NP	NP-OTHER	sw4812_s61_523
175114:17	and you can't put all the children in special education.	put	put all the children in special education	nullpartitive	VP		NP	NP-OBJ	sw4826_s101_504
175154:8	with all this, don't hurt the kids and don't abuse their rights, you've also taken something away from the discipline, i think --n403b7c.	with	with all this, don't hurt the kids and don't abuse their rights	nullpartitive	PP		NP	NP-OTHER	sw4826_s124_503
175216:14	you know, all these things.	know	you know, all these things.	nullpartitive	FRAG		NP	NP-OTHER	sw4830_s28_505
175253:34	but i think a lot of, all of the whole criminal system is messed --n401ddc up in, in that regard.	of	a lot of, all of the whole criminal system is messed --n401ddc up in, in that regard	yes	S		NP-SBJ-N401DDC	NP-OTHER	sw4830_s49_511
175278:23	and, uh, you know, all	know	and, uh, you know, all	no	S		NP-SBJ		sw4830_s64_506
175325:50	i, i, i don't agree with that at all.	at	at all	no	ADVP				
175400:7	and all of a sudden we know we've got changes made --n40127c.	and	and all of a sudden we know we've got changes made --n40127c.		S		NP-TMP	NP-OTHER	sw4831_s17_501
175439:34	uh, we're having a, for all unclassified programs, we're, we're having little tables put --n40272e up in front of mumblex lab in the hallways	for	for all unclassified programs	no	PP		NP	NP-OTHER	sw4831_s45_511
175440:18	and every, all the other employees are going --n4028d0 to come around and see what sort of things we do --n402903. which i thought --n40291e was kind of interesting and, but, uh, but that, that sort, sort of thing.	every	and every, all the other employees are going --n4028d0 to come around and see what sort of things we do --n402903. which i thought --n40291e was kind of interesting and, but, uh, but that, that sort, sort of thing.	no	S		NP-SBJ-N4028D0		sw4831_s46_505
175495:23	and because of the defense cutbacks and all that kind of stuff. and all the nuclear and stuff which --n404abe is what he, what he was working on --n404ae9. he's getting cut --n404b04 back	and	the defense cutbacks and all that kind of stuff	nullpartitive	NP		NP	NP-OTHER	sw4831_s85_502
